"Step","LocalizerModule-20220904-therapeutic-finch - train.label_loss","LocalizerModule-20220904-therapeutic-finch - train.label_loss__MIN","LocalizerModule-20220904-therapeutic-finch - train.label_loss__MAX","LocalizerModule-20220904-therapeutic-finch - train.loc_loss","LocalizerModule-20220904-therapeutic-finch - train.loc_loss__MIN","LocalizerModule-20220904-therapeutic-finch - train.loc_loss__MAX"
"51","1.1621308326721191","1.1621308326721191","1.1621308326721191","0.5777945518493652","0.5777945518493652","0.5777945518493652"
"57","1.1072218418121338","1.1072218418121338","1.1072218418121338","0.5764074325561523","0.5764074325561523","0.5764074325561523"
"70","0.989650309085846","0.989650309085846","0.989650309085846","0.56817626953125","0.56817626953125","0.56817626953125"
"106","0.7901374101638794","0.7901374101638794","0.7901374101638794","0.5678698420524597","0.5678698420524597","0.5678698420524597"
"130","0.7248505353927612","0.7248505353927612","0.7248505353927612","0.5671402812004089","0.5671402812004089","0.5671402812004089"
"170","0.6542536020278931","0.6542536020278931","0.6542536020278931","0.5545597672462463","0.5545597672462463","0.5545597672462463"
"265","0.524779736995697","0.524779736995697","0.524779736995697","0.5460622906684875","0.5460622906684875","0.5460622906684875"
"287","0.49856358766555786","0.49856358766555786","0.49856358766555786","0.5472017526626587","0.5472017526626587","0.5472017526626587"
"309","0.4924558401107788","0.4924558401107788","0.4924558401107788","0.5513302087783813","0.5513302087783813","0.5513302087783813"
"322","0.48303160071372986","0.48303160071372986","0.48303160071372986","0.5430742502212524","0.5430742502212524","0.5430742502212524"
"361","0.47665128111839294","0.47665128111839294","0.47665128111839294","0.5474590063095093","0.5474590063095093","0.5474590063095093"
"379","0.45987772941589355","0.45987772941589355","0.45987772941589355","0.5456106662750244","0.5456106662750244","0.5456106662750244"
"460","0.4434828758239746","0.4434828758239746","0.4434828758239746","0.545395016670227","0.545395016670227","0.545395016670227"
"485","0.46082359552383423","0.46082359552383423","0.46082359552383423","0.5406281352043152","0.5406281352043152","0.5406281352043152"
"681","0.41170668601989746","0.41170668601989746","0.41170668601989746","0.5441163182258606","0.5441163182258606","0.5441163182258606"
"684","0.4099980890750885","0.4099980890750885","0.4099980890750885","0.542317807674408","0.542317807674408","0.542317807674408"
"740","0.3995267450809479","0.3995267450809479","0.3995267450809479","0.5398507714271545","0.5398507714271545","0.5398507714271545"
"798","0.3984326124191284","0.3984326124191284","0.3984326124191284","0.5415096282958984","0.5415096282958984","0.5415096282958984"
"811","0.41104045510292053","0.41104045510292053","0.41104045510292053","0.5398868918418884","0.5398868918418884","0.5398868918418884"
"886","0.42473268508911133","0.42473268508911133","0.42473268508911133","0.5387934446334839","0.5387934446334839","0.5387934446334839"
"974","0.38864341378211975","0.38864341378211975","0.38864341378211975","0.5456901788711548","0.5456901788711548","0.5456901788711548"
"1019","0.38887304067611694","0.38887304067611694","0.38887304067611694","0.5485697984695435","0.5485697984695435","0.5485697984695435"
"1048","0.4057743549346924","0.4057743549346924","0.4057743549346924","0.5429071187973022","0.5429071187973022","0.5429071187973022"
"1053","0.4106854200363159","0.4106854200363159","0.4106854200363159","0.5384374856948853","0.5384374856948853","0.5384374856948853"
"1061","0.3971416652202606","0.3971416652202606","0.3971416652202606","0.5368285179138184","0.5368285179138184","0.5368285179138184"
"1115","0.42809584736824036","0.42809584736824036","0.42809584736824036","0.5390236973762512","0.5390236973762512","0.5390236973762512"
"1191","0.4057070314884186","0.4057070314884186","0.4057070314884186","0.5393720865249634","0.5393720865249634","0.5393720865249634"
"1194","0.426254540681839","0.426254540681839","0.426254540681839","0.532446563243866","0.532446563243866","0.532446563243866"
"1239","0.406206339597702","0.406206339597702","0.406206339597702","0.5385199189186096","0.5385199189186096","0.5385199189186096"
"1240","0.36978232860565186","0.36978232860565186","0.36978232860565186","0.5405623316764832","0.5405623316764832","0.5405623316764832"
"1246","0.40056219696998596","0.40056219696998596","0.40056219696998596","0.543107271194458","0.543107271194458","0.543107271194458"
"1332","0.42090338468551636","0.42090338468551636","0.42090338468551636","0.5351154208183289","0.5351154208183289","0.5351154208183289"
"1341","0.4183124005794525","0.4183124005794525","0.4183124005794525","0.5417434573173523","0.5417434573173523","0.5417434573173523"
"1406","0.4141840636730194","0.4141840636730194","0.4141840636730194","0.5392366647720337","0.5392366647720337","0.5392366647720337"
"1467","0.3914991319179535","0.3914991319179535","0.3914991319179535","0.5357906818389893","0.5357906818389893","0.5357906818389893"
"1468","0.3741542398929596","0.3741542398929596","0.3741542398929596","0.5375083684921265","0.5375083684921265","0.5375083684921265"
"1479","0.41971543431282043","0.41971543431282043","0.41971543431282043","0.5295429825782776","0.5295429825782776","0.5295429825782776"
"1558","0.4056081771850586","0.4056081771850586","0.4056081771850586","0.5363483428955078","0.5363483428955078","0.5363483428955078"
"1636","0.38728657364845276","0.38728657364845276","0.38728657364845276","0.5366377830505371","0.5366377830505371","0.5366377830505371"
"1663","0.45085281133651733","0.45085281133651733","0.45085281133651733","0.5317116379737854","0.5317116379737854","0.5317116379737854"
"1692","0.3863573372364044","0.3863573372364044","0.3863573372364044","0.5393177270889282","0.5393177270889282","0.5393177270889282"
"1738","0.41313645243644714","0.41313645243644714","0.41313645243644714","0.5422535538673401","0.5422535538673401","0.5422535538673401"
"1751","0.41928523778915405","0.41928523778915405","0.41928523778915405","0.538729727268219","0.538729727268219","0.538729727268219"
"1777","0.4128560721874237","0.4128560721874237","0.4128560721874237","0.5309426188468933","0.5309426188468933","0.5309426188468933"
"1786","0.4154849052429199","0.4154849052429199","0.4154849052429199","0.5357993841171265","0.5357993841171265","0.5357993841171265"
"1950","0.4062485992908478","0.4062485992908478","0.4062485992908478","0.5395510196685791","0.5395510196685791","0.5395510196685791"
"1983","0.42949673533439636","0.42949673533439636","0.42949673533439636","0.5400775671005249","0.5400775671005249","0.5400775671005249"
"2176","0.39287328720092773","0.39287328720092773","0.39287328720092773","0.5379340648651123","0.5379340648651123","0.5379340648651123"
"2201","0.4250117242336273","0.4250117242336273","0.4250117242336273","0.5391003489494324","0.5391003489494324","0.5391003489494324"
"2207","0.419516384601593","0.419516384601593","0.419516384601593","0.5379499793052673","0.5379499793052673","0.5379499793052673"
"2240","0.40524420142173767","0.40524420142173767","0.40524420142173767","0.5344790816307068","0.5344790816307068","0.5344790816307068"
"2259","0.39608344435691833","0.39608344435691833","0.39608344435691833","0.5364552736282349","0.5364552736282349","0.5364552736282349"
"2326","0.3909638524055481","0.3909638524055481","0.3909638524055481","0.5354395508766174","0.5354395508766174","0.5354395508766174"
"2334","0.39324265718460083","0.39324265718460083","0.39324265718460083","0.5347630977630615","0.5347630977630615","0.5347630977630615"
"2340","0.370747834444046","0.370747834444046","0.370747834444046","0.539653480052948","0.539653480052948","0.539653480052948"
"2365","0.1475050151348114","0.1475050151348114","0.1475050151348114","0.5408084988594055","0.5408084988594055","0.5408084988594055"
"2384","0.11446487903594971","0.11446487903594971","0.11446487903594971","0.5371242761611938","0.5371242761611938","0.5371242761611938"
"2414","0.13575877249240875","0.13575877249240875","0.13575877249240875","0.5367826223373413","0.5367826223373413","0.5367826223373413"
"2468","0.10488355159759521","0.10488355159759521","0.10488355159759521","0.5357983708381653","0.5357983708381653","0.5357983708381653"
"2478","0.1087874174118042","0.1087874174118042","0.1087874174118042","0.5326396226882935","0.5326396226882935","0.5326396226882935"
"2555","0.11068236827850342","0.11068236827850342","0.11068236827850342","0.537218451499939","0.537218451499939","0.537218451499939"
"2558","0.11288782954216003","0.11288782954216003","0.11288782954216003","0.5319005250930786","0.5319005250930786","0.5319005250930786"
"2575","0.125228613615036","0.125228613615036","0.125228613615036","0.5387125015258789","0.5387125015258789","0.5387125015258789"
"2690","0.10962992906570435","0.10962992906570435","0.10962992906570435","0.5338592529296875","0.5338592529296875","0.5338592529296875"
"2711","0.1315344274044037","0.1315344274044037","0.1315344274044037","0.5371778607368469","0.5371778607368469","0.5371778607368469"
"2770","0.12247016280889511","0.12247016280889511","0.12247016280889511","0.5396581292152405","0.5396581292152405","0.5396581292152405"
"2790","0.13630631566047668","0.13630631566047668","0.13630631566047668","0.5347343683242798","0.5347343683242798","0.5347343683242798"
"2805","0.1171860471367836","0.1171860471367836","0.1171860471367836","0.5351573824882507","0.5351573824882507","0.5351573824882507"
"2884","0.10276222229003906","0.10276222229003906","0.10276222229003906","0.5334384441375732","0.5334384441375732","0.5334384441375732"
"2890","0.1071602925658226","0.1071602925658226","0.1071602925658226","0.5410857796669006","0.5410857796669006","0.5410857796669006"
"2906","0.129149928689003","0.129149928689003","0.129149928689003","0.5430962443351746","0.5430962443351746","0.5430962443351746"
"2968","0.1121826320886612","0.1121826320886612","0.1121826320886612","0.5357686877250671","0.5357686877250671","0.5357686877250671"
"3088","0.11585503816604614","0.11585503816604614","0.11585503816604614","0.5326126217842102","0.5326126217842102","0.5326126217842102"
"3132","0.11234840750694275","0.11234840750694275","0.11234840750694275","0.5352538824081421","0.5352538824081421","0.5352538824081421"
"3159","0.10748536884784698","0.10748536884784698","0.10748536884784698","0.531660258769989","0.531660258769989","0.531660258769989"
"3179","0.0944017618894577","0.0944017618894577","0.0944017618894577","0.5315080881118774","0.5315080881118774","0.5315080881118774"
"3228","0.1182510107755661","0.1182510107755661","0.1182510107755661","0.5401936769485474","0.5401936769485474","0.5401936769485474"
"3236","0.11280456185340881","0.11280456185340881","0.11280456185340881","0.5377336144447327","0.5377336144447327","0.5377336144447327"
"3241","0.13366158306598663","0.13366158306598663","0.13366158306598663","0.5397290587425232","0.5397290587425232","0.5397290587425232"
"3243","0.11191578954458237","0.11191578954458237","0.11191578954458237","0.5424838662147522","0.5424838662147522","0.5424838662147522"
"3305","0.11669571697711945","0.11669571697711945","0.11669571697711945","0.5388681292533875","0.5388681292533875","0.5388681292533875"
"3427","0.10854420065879822","0.10854420065879822","0.10854420065879822","0.5359519124031067","0.5359519124031067","0.5359519124031067"
"3444","0.1158180981874466","0.1158180981874466","0.1158180981874466","0.5337597727775574","0.5337597727775574","0.5337597727775574"
"3611","0.12750890851020813","0.12750890851020813","0.12750890851020813","0.5303561687469482","0.5303561687469482","0.5303561687469482"
"3691","0.1270098090171814","0.1270098090171814","0.1270098090171814","0.5327228903770447","0.5327228903770447","0.5327228903770447"
"3793","0.12041722238063812","0.12041722238063812","0.12041722238063812","0.5357277989387512","0.5357277989387512","0.5357277989387512"
"3949","0.10215392708778381","0.10215392708778381","0.10215392708778381","0.53672194480896","0.53672194480896","0.53672194480896"
"3950","0.11191847920417786","0.11191847920417786","0.11191847920417786","0.5359733700752258","0.5359733700752258","0.5359733700752258"
"3961","0.12099476158618927","0.12099476158618927","0.12099476158618927","0.5346199870109558","0.5346199870109558","0.5346199870109558"
"4003","0.12809553742408752","0.12809553742408752","0.12809553742408752","0.5400463342666626","0.5400463342666626","0.5400463342666626"
"4020","0.09699590504169464","0.09699590504169464","0.09699590504169464","0.5386826992034912","0.5386826992034912","0.5386826992034912"
"4024","0.12033919990062714","0.12033919990062714","0.12033919990062714","0.5344898104667664","0.5344898104667664","0.5344898104667664"
"4067","0.11225008964538574","0.11225008964538574","0.11225008964538574","0.5280105471611023","0.5280105471611023","0.5280105471611023"
"4089","0.10870487987995148","0.10870487987995148","0.10870487987995148","0.5332842469215393","0.5332842469215393","0.5332842469215393"
"4142","0.11396592855453491","0.11396592855453491","0.11396592855453491","0.534972071647644","0.534972071647644","0.534972071647644"
"4154","0.10180839896202087","0.10180839896202087","0.10180839896202087","0.539135217666626","0.539135217666626","0.539135217666626"
"4208","0.10944711416959763","0.10944711416959763","0.10944711416959763","0.5364423394203186","0.5364423394203186","0.5364423394203186"
"4228","0.13224494457244873","0.13224494457244873","0.13224494457244873","0.5384495854377747","0.5384495854377747","0.5384495854377747"
"4235","0.12587177753448486","0.12587177753448486","0.12587177753448486","0.5347937345504761","0.5347937345504761","0.5347937345504761"
"4327","0.11101759225130081","0.11101759225130081","0.11101759225130081","0.5392276644706726","0.5392276644706726","0.5392276644706726"
"4338","0.1366758644580841","0.1366758644580841","0.1366758644580841","0.5384572744369507","0.5384572744369507","0.5384572744369507"
"4344","0.1081780195236206","0.1081780195236206","0.1081780195236206","0.5316532254219055","0.5316532254219055","0.5316532254219055"
"4345","0.1084124967455864","0.1084124967455864","0.1084124967455864","0.5327281355857849","0.5327281355857849","0.5327281355857849"
"4349","0.10509462654590607","0.10509462654590607","0.10509462654590607","0.5356596112251282","0.5356596112251282","0.5356596112251282"
"4350","0.1079300045967102","0.1079300045967102","0.1079300045967102","0.5377761125564575","0.5377761125564575","0.5377761125564575"
"4354","0.10728927701711655","0.10728927701711655","0.10728927701711655","0.5374239087104797","0.5374239087104797","0.5374239087104797"
"4368","0.10995516180992126","0.10995516180992126","0.10995516180992126","0.5414710640907288","0.5414710640907288","0.5414710640907288"
"4416","0.1086064875125885","0.1086064875125885","0.1086064875125885","0.5363174080848694","0.5363174080848694","0.5363174080848694"
"4449","0.10621822625398636","0.10621822625398636","0.10621822625398636","0.5302356481552124","0.5302356481552124","0.5302356481552124"
"4465","0.13176319003105164","0.13176319003105164","0.13176319003105164","0.5326051712036133","0.5326051712036133","0.5326051712036133"
"4509","0.1143634244799614","0.1143634244799614","0.1143634244799614","0.5413199663162231","0.5413199663162231","0.5413199663162231"
"4589","0.12183281779289246","0.12183281779289246","0.12183281779289246","0.5353261828422546","0.5353261828422546","0.5353261828422546"
"4678","0.09905708581209183","0.09905708581209183","0.09905708581209183","0.5362626314163208","0.5362626314163208","0.5362626314163208"
"4761","0.12208849936723709","0.12208849936723709","0.12208849936723709","0.5358837246894836","0.5358837246894836","0.5358837246894836"
"4826","0.11194905638694763","0.11194905638694763","0.11194905638694763","0.539371907711029","0.539371907711029","0.539371907711029"
"4930","0.10778471827507019","0.10778471827507019","0.10778471827507019","0.5362932682037354","0.5362932682037354","0.5362932682037354"
"4941","0.0998925045132637","0.0998925045132637","0.0998925045132637","0.5373022556304932","0.5373022556304932","0.5373022556304932"
"4968","0.1038358062505722","0.1038358062505722","0.1038358062505722","0.5322948694229126","0.5322948694229126","0.5322948694229126"
"5096","0.08771296590566635","0.08771296590566635","0.08771296590566635","0.5404129028320312","0.5404129028320312","0.5404129028320312"
"5314","0.11611168831586838","0.11611168831586838","0.11611168831586838","0.5361717939376831","0.5361717939376831","0.5361717939376831"
"5316","0.10517614334821701","0.10517614334821701","0.10517614334821701","0.5357370972633362","0.5357370972633362","0.5357370972633362"
"5445","0.10869847983121872","0.10869847983121872","0.10869847983121872","0.5362263321876526","0.5362263321876526","0.5362263321876526"
"5475","0.10964782536029816","0.10964782536029816","0.10964782536029816","0.5414137244224548","0.5414137244224548","0.5414137244224548"
"5504","0.10802694410085678","0.10802694410085678","0.10802694410085678","0.5328423380851746","0.5328423380851746","0.5328423380851746"
"5626","0.11497003585100174","0.11497003585100174","0.11497003585100174","0.5399202704429626","0.5399202704429626","0.5399202704429626"
"5661","0.11317753046751022","0.11317753046751022","0.11317753046751022","0.5382061004638672","0.5382061004638672","0.5382061004638672"
"5681","0.11581724137067795","0.11581724137067795","0.11581724137067795","0.5393657684326172","0.5393657684326172","0.5393657684326172"
"5694","0.10678695887327194","0.10678695887327194","0.10678695887327194","0.5315220355987549","0.5315220355987549","0.5315220355987549"
"5733","0.1159735769033432","0.1159735769033432","0.1159735769033432","0.5305977463722229","0.5305977463722229","0.5305977463722229"
"5738","0.09857507050037384","0.09857507050037384","0.09857507050037384","0.5383976101875305","0.5383976101875305","0.5383976101875305"
"5771","0.10592276602983475","0.10592276602983475","0.10592276602983475","0.5375781655311584","0.5375781655311584","0.5375781655311584"
"5779","0.11803057044744492","0.11803057044744492","0.11803057044744492","0.5350308418273926","0.5350308418273926","0.5350308418273926"
"5797","0.11089475452899933","0.11089475452899933","0.11089475452899933","0.537563681602478","0.537563681602478","0.537563681602478"
"5843","0.11109242588281631","0.11109242588281631","0.11109242588281631","0.5389528870582581","0.5389528870582581","0.5389528870582581"
"5851","0.0939919501543045","0.0939919501543045","0.0939919501543045","0.5331081748008728","0.5331081748008728","0.5331081748008728"
"5858","0.11814135313034058","0.11814135313034058","0.11814135313034058","0.5390545129776001","0.5390545129776001","0.5390545129776001"
"5907","0.11775372922420502","0.11775372922420502","0.11775372922420502","0.5359706282615662","0.5359706282615662","0.5359706282615662"
"6073","0.08429184556007385","0.08429184556007385","0.08429184556007385","0.5359917879104614","0.5359917879104614","0.5359917879104614"
"6093","0.10131743550300598","0.10131743550300598","0.10131743550300598","0.5346968770027161","0.5346968770027161","0.5346968770027161"
"6127","0.11502057313919067","0.11502057313919067","0.11502057313919067","0.5342534184455872","0.5342534184455872","0.5342534184455872"
"6148","0.10113891959190369","0.10113891959190369","0.10113891959190369","0.5353729128837585","0.5353729128837585","0.5353729128837585"
"6153","0.1041749119758606","0.1041749119758606","0.1041749119758606","0.5364746451377869","0.5364746451377869","0.5364746451377869"
"6272","0.11267954111099243","0.11267954111099243","0.11267954111099243","0.5351701378822327","0.5351701378822327","0.5351701378822327"
"6295","0.12624964118003845","0.12624964118003845","0.12624964118003845","0.5412073731422424","0.5412073731422424","0.5412073731422424"
"6412","0.13871243596076965","0.13871243596076965","0.13871243596076965","0.5364422798156738","0.5364422798156738","0.5364422798156738"
"6446","0.11579787731170654","0.11579787731170654","0.11579787731170654","0.5331911444664001","0.5331911444664001","0.5331911444664001"
"6478","0.11911150813102722","0.11911150813102722","0.11911150813102722","0.5357972979545593","0.5357972979545593","0.5357972979545593"
"6494","0.11592136323451996","0.11592136323451996","0.11592136323451996","0.5339231491088867","0.5339231491088867","0.5339231491088867"
"6594","0.09972251206636429","0.09972251206636429","0.09972251206636429","0.5355068445205688","0.5355068445205688","0.5355068445205688"
"6738","0.10652836412191391","0.10652836412191391","0.10652836412191391","0.5344138145446777","0.5344138145446777","0.5344138145446777"
"6752","0.09502727538347244","0.09502727538347244","0.09502727538347244","0.5364203453063965","0.5364203453063965","0.5364203453063965"
"6757","0.1115681380033493","0.1115681380033493","0.1115681380033493","0.533848762512207","0.533848762512207","0.533848762512207"
"6783","0.11907836049795151","0.11907836049795151","0.11907836049795151","0.5348020792007446","0.5348020792007446","0.5348020792007446"
"6829","0.10603253543376923","0.10603253543376923","0.10603253543376923","0.5392246842384338","0.5392246842384338","0.5392246842384338"
"6861","0.10012443363666534","0.10012443363666534","0.10012443363666534","0.5320683121681213","0.5320683121681213","0.5320683121681213"
"7000","0.11201999336481094","0.11201999336481094","0.11201999336481094","0.5367457866668701","0.5367457866668701","0.5367457866668701"
"7040","0.11725543439388275","0.11725543439388275","0.11725543439388275","0.529782772064209","0.529782772064209","0.529782772064209"
"7048","0.10717412829399109","0.10717412829399109","0.10717412829399109","0.5275183320045471","0.5275183320045471","0.5275183320045471"
"7104","0.11923440545797348","0.11923440545797348","0.11923440545797348","0.5366683006286621","0.5366683006286621","0.5366683006286621"
"7169","0.10602284967899323","0.10602284967899323","0.10602284967899323","0.5286862850189209","0.5286862850189209","0.5286862850189209"
"7233","0.10479803383350372","0.10479803383350372","0.10479803383350372","0.5348511338233948","0.5348511338233948","0.5348511338233948"
"7236","0.10714350640773773","0.10714350640773773","0.10714350640773773","0.5361971855163574","0.5361971855163574","0.5361971855163574"
"7309","0.13002073764801025","0.13002073764801025","0.13002073764801025","0.5304951667785645","0.5304951667785645","0.5304951667785645"
"7311","0.1096005067229271","0.1096005067229271","0.1096005067229271","0.5333370566368103","0.5333370566368103","0.5333370566368103"
"7338","0.10828423500061035","0.10828423500061035","0.10828423500061035","0.5336039662361145","0.5336039662361145","0.5336039662361145"
"7392","0.10753484815359116","0.10753484815359116","0.10753484815359116","0.5316706299781799","0.5316706299781799","0.5316706299781799"
"7485","0.11973771452903748","0.11973771452903748","0.11973771452903748","0.5336325168609619","0.5336325168609619","0.5336325168609619"
"7510","0.1036500632762909","0.1036500632762909","0.1036500632762909","0.5363703370094299","0.5363703370094299","0.5363703370094299"
"7531","0.13738583028316498","0.13738583028316498","0.13738583028316498","0.5360228419303894","0.5360228419303894","0.5360228419303894"
"7607","0.09952087700366974","0.09952087700366974","0.09952087700366974","0.5340143442153931","0.5340143442153931","0.5340143442153931"
"7616","0.12143705785274506","0.12143705785274506","0.12143705785274506","0.5374882817268372","0.5374882817268372","0.5374882817268372"
